id	reg	date_pass	tranche_age	nb_pass_suspit	nb_pass_tot	nb_hospit	nb_pass_h	nb_paas_f	nb_pass_tot_h	nb_pass_tot_f	nb_hospit_h	nb_hospit_f	nb_acte	nb_acte_tot	nb_acte_h	nb_acte_f	nb_acte_tot_h	nb_acte_tot_f
4516	44	2020-04-01	C	137.0	456.0	68.0							43.0	122.0				
4517	44	2020-04-01	D	66.0	227.0	51.0							13.0	51.0				
4518	44	2020-04-01	E	100.0	344.0	84.0							10.0	58.0				
4519	52	2020-04-01	0	198.0	1062.0	94.0	84.0	114.0	542.0	520.0	47.0	47.0	63.0	318.0	32.0	31.0	143.0	175.0
4520	52	2020-04-01	A	3.0	142.0								10.0	51.0				
4521	52	2020-04-01	B	63.0	354.0	15.0							24.0	128.0				
4522	52	2020-04-01	C	69.0	232.0	30.0							16.0	63.0				
4523	52	2020-04-01	D	28.0	124.0	18.0							4.0	24.0				
4524	52	2020-04-01	E	35.0	210.0	31.0							9.0	52.0				
4525	53	2020-04-01	0	103.0	1087.0	47.0	38.0	65.0	506.0	581.0	19.0	28.0	19.0	234.0	8.0	11.0	111.0	123.0
4526	53	2020-04-01	A	3.0	141.0									29.0				
4527	53	2020-04-01	B	45.0	366.0	17.0							12.0	117.0				
4528	53	2020-04-01	C	24.0	238.0	10.0							1.0	38.0				
4529	53	2020-04-01	D	15.0	116.0	8.0							3.0	17.0				
4530	53	2020-04-01	E	16.0	226.0	12.0							3.0	33.0				
4531	75	2020-04-01	0	252.0	1970.0	129.0	99.0	152.0	1021.0	948.0	59.0	69.0	149.0	848.0	52.0	97.0	357.0	491.0
4532	75	2020-04-01	A	3.0	246.0	3.0							18.0	140.0				
4533	75	2020-04-01	B	86.0	640.0	26.0							84.0	382.0				
4534	75	2020-04-01	C	70.0	440.0	24.0							33.0	171.0				
4535	75	2020-04-01	D	27.0	212.0	19.0							8.0	57.0				
4536	75	2020-04-01	E	66.0	432.0	57.0							6.0	98.0				
4537	76	2020-04-01	0	227.0	1798.0	103.0	88.0	139.0	874.0	924.0	49.0	54.0	61.0	295.0	28.0	33.0	125.0	170.0
4538	76	2020-04-01	A	8.0	206.0	4.0							3.0	42.0				
4539	76	2020-04-01	B	85.0	665.0	21.0							37.0	152.0				
4540	76	2020-04-01	C	73.0	419.0	25.0							16.0	57.0				
4541	76	2020-04-01	D	18.0	159.0	16.0							4.0	21.0				
4542	76	2020-04-01	E	43.0	348.0	37.0							1.0	23.0				
4543	84	2020-04-01	0	438.0	2451.0	165.0	193.0	245.0	1203.0	1248.0	82.0	83.0	121.0	672.0	40.0	80.0	278.0	393.0
4544	84	2020-04-01	A	4.0	325.0	1.0							5.0	65.0				
4545	84	2020-04-01	B	173.0	902.0	18.0							64.0	300.0				
4546	84	2020-04-01	C	124.0	546.0	43.0							34.0	147.0				
4547	84	2020-04-01	D	50.0	229.0	33.0							5.0	56.0				
4548	84	2020-04-01	E	87.0	449.0	70.0							13.0	104.0				
4549	93	2020-04-01	0	281.0	2076.0	140.0	140.0	141.0	1087.0	989.0	83.0	57.0	107.0	687.0	27.0	80.0	241.0	446.0
4550	93	2020-04-01	A	5.0	246.0	2.0							7.0	105.0				
4551	93	2020-04-01	B	94.0	745.0	23.0							59.0	254.0				
4552	93	2020-04-01	C	90.0	496.0	43.0							29.0	145.0				
4553	93	2020-04-01	D	40.0	213.0	26.0							5.0	63.0				
4554	93	2020-04-01	E	52.0	376.0	46.0							6.0	119.0				
4555	94	2020-04-01	0	51.0	148.0	47.0	16.0	35.0	63.0	85.0	14.0	33.0	10.0	30.0	5.0	5.0	9.0	21.0
4556	94	2020-04-01	A	1.0	5.0	1.0							1.0	4.0				
4557	94	2020-04-01	B	18.0	50.0	15.0							5.0	14.0				
4558	94	2020-04-01	C	21.0	45.0	20.0							2.0	7.0				
4559	94	2020-04-01	D	4.0	21.0	4.0							1.0	1.0				
4560	94	2020-04-01	E	7.0	27.0	7.0							1.0	4.0				
4561	01	2020-04-02	0	10.0	139.0	4.0	5.0	5.0	58.0	81.0	2.0	2.0						
4562	01	2020-04-02	A		15.0													
4563	01	2020-04-02	B	2.0	57.0													
4564	01	2020-04-02	C	4.0	38.0	2.0												
4565	01	2020-04-02	D	3.0	12.0	2.0												
4566	01	2020-04-02	E	1.0	17.0													
4567	02	2020-04-02	0											84.0			35.0	49.0
4568	02	2020-04-02	A											12.0				
4569	02	2020-04-02	B											23.0				
4570	02	2020-04-02	C											22.0				
4571	02	2020-04-02	D											7.0				
4572	02	2020-04-02	E											20.0				
4573	03	2020-04-02	0		126.0				69.0	57.0								
4574	03	2020-04-02	A		25.0													
4575	03	2020-04-02	B		56.0													
4576	03	2020-04-02	C		33.0													
4577	03	2020-04-02	D		6.0													
4578	03	2020-04-02	E		6.0													
4579	04	2020-04-02	0	5.0	263.0	2.0	3.0	2.0	126.0	137.0	1.0	1.0						
4580	04	2020-04-02	A		32.0													
4581	04	2020-04-02	B	2.0	105.0													
4582	04	2020-04-02	C	1.0	69.0													
4583	04	2020-04-02	D		25.0													
4584	04	2020-04-02	E	2.0	32.0	2.0												
4585	06	2020-04-02	0	7.0	76.0	4.0	3.0	4.0	42.0	34.0	2.0	2.0						
4586	06	2020-04-02	A	1.0	23.0													
4587	06	2020-04-02	B	2.0	32.0	1.0												
4588	06	2020-04-02	C	3.0	16.0	2.0												
4589	06	2020-04-02	D	1.0	4.0	1.0												
4590	06	2020-04-02	E		1.0													
4591	07	2020-04-02	0	1.0	11.0	1.0		1.0	5.0	6.0		1.0						
4592	07	2020-04-02	A															
4593	07	2020-04-02	B		5.0													
4594	07	2020-04-02	C	1.0	3.0	1.0												
4595	07	2020-04-02	D															
4596	07	2020-04-02	E		3.0													
4597	08	2020-04-02	0		8.0				6.0	2.0								
4598	08	2020-04-02	A															
4599	08	2020-04-02	B		4.0													
4600	08	2020-04-02	C		3.0													
4601	08	2020-04-02	D															
4602	08	2020-04-02	E		1.0													
4603	11	2020-04-02	0	1451.0	4301.0	524.0	720.0	731.0	2255.0	2045.0	305.0	219.0	288.0	1117.0	138.0	150.0	480.0	637.0
4604	11	2020-04-02	A	8.0	466.0	2.0							14.0	156.0				
4605	11	2020-04-02	B	574.0	1726.0	87.0							118.0	425.0				
4606	11	2020-04-02	C	515.0	1168.0	172.0							86.0	237.0				
4607	11	2020-04-02	D	154.0	404.0	98.0							27.0	110.0				
4608	11	2020-04-02	E	200.0	537.0	165.0							40.0	183.0				
4609	24	2020-04-02	0	125.0	888.0	34.0	54.0	71.0	431.0	457.0	18.0	16.0	20.0	150.0	7.0	13.0	77.0	73.0
4610	24	2020-04-02	A	1.0	117.0								1.0	23.0				
4611	24	2020-04-02	B	44.0	262.0	3.0							14.0	67.0				
4612	24	2020-04-02	C	37.0	213.0	12.0							3.0	29.0				
4613	24	2020-04-02	D	11.0	97.0	5.0								7.0				
4614	24	2020-04-02	E	32.0	199.0	14.0							2.0	24.0				
4615	27	2020-04-02	0	212.0	1035.0	91.0	86.0	126.0	528.0	506.0	44.0	47.0	29.0	179.0	13.0	16.0	83.0	96.0
4616	27	2020-04-02	A	2.0	97.0								2.0	26.0				
4617	27	2020-04-02	B	73.0	342.0	12.0							19.0	83.0				
4618	27	2020-04-02	C	67.0	274.0	20.0							6.0	45.0				
4619	27	2020-04-02	D	28.0	119.0	22.0							1.0	12.0				
4620	27	2020-04-02	E	42.0	203.0	37.0							1.0	13.0				
4621	28	2020-04-02	0	114.0	1134.0	43.0	36.0	78.0	557.0	577.0	15.0	28.0	45.0	243.0	10.0	35.0	89.0	154.0
4622	28	2020-04-02	A	3.0	138.0								7.0	48.0				
4623	28	2020-04-02	B	40.0	401.0	7.0							23.0	117.0				
4624	28	2020-04-02	C	31.0	270.0	12.0							10.0	40.0				
4625	28	2020-04-02	D	13.0	100.0	8.0							4.0	18.0				
4626	28	2020-04-02	E	27.0	225.0	16.0							1.0	20.0				
4627	32	2020-04-02	0	354.0	1884.0	115.0	157.0	197.0	930.0	954.0	57.0	58.0	74.0	478.0	30.0	44.0	225.0	253.0
4628	32	2020-04-02	A	12.0	251.0	1.0							6.0	84.0				
4629	32	2020-04-02	B	122.0	670.0	10.0							47.0	253.0				
4630	32	2020-04-02	C	101.0	458.0	30.0							19.0	92.0				
4631	32	2020-04-02	D	51.0	190.0	31.0							1.0	15.0				
4632	32	2020-04-02	E	68.0	315.0	43.0								28.0				
4633	44	2020-04-02	0	432.0	1876.0	220.0	200.0	232.0	924.0	952.0	128.0	92.0	157.0	563.0	75.0	81.0	266.0	296.0
4634	44	2020-04-02	A	3.0	243.0								4.0	72.0				
4635	44	2020-04-02	B	117.0	541.0	9.0							90.0	270.0				
4636	44	2020-04-02	C	129.0	451.0	59.0							33.0	106.0				
4637	44	2020-04-02	D	77.0	246.0	63.0							17.0	46.0				
4638	44	2020-04-02	E	106.0	395.0	89.0							13.0	64.0				
4639	52	2020-04-02	0	178.0	1047.0	72.0	82.0	96.0	553.0	494.0	42.0	30.0	67.0	359.0	20.0	47.0	143.0	216.0
4640	52	2020-04-02	A	6.0	143.0	2.0							13.0	53.0				
4641	52	2020-04-02	B	63.0	336.0	15.0							34.0	147.0				
4642	52	2020-04-02	C	49.0	253.0	15.0							11.0	72.0				
4643	52	2020-04-02	D	24.0	107.0	13.0							4.0	28.0				
4644	52	2020-04-02	E	35.0	207.0	27.0							5.0	59.0				
4645	53	2020-04-02	0	99.0	1020.0	37.0	30.0	69.0	506.0	514.0	12.0	25.0	16.0	216.0	6.0	10.0	84.0	132.0
4646	53	2020-04-02	A	1.0	145.0	1.0								20.0				
4647	53	2020-04-02	B	44.0	333.0	6.0							13.0	107.0				
4648	53	2020-04-02	C	24.0	215.0	7.0							2.0	43.0				
4649	53	2020-04-02	D	10.0	116.0	6.0								21.0				
4650	53	2020-04-02	E	20.0	211.0	17.0							1.0	25.0				
4651	75	2020-04-02	0	261.0	1943.0	117.0	125.0	136.0	1000.0	943.0	64.0	53.0	113.0	799.0	41.0	72.0	316.0	483.0
4652	75	2020-04-02	A	4.0	202.0	3.0							5.0	111.0				
4653	75	2020-04-02	B	101.0	592.0	31.0							68.0	336.0				
4654	75	2020-04-02	C	74.0	465.0	21.0							34.0	198.0				
4655	75	2020-04-02	D	25.0	220.0	15.0							5.0	64.0				
4656	75	2020-04-02	E	57.0	464.0	47.0							1.0	90.0				
4657	76	2020-04-02	0	218.0	2041.0	109.0	94.0	124.0	1002.0	1039.0	54.0	55.0	39.0	264.0	14.0	25.0	100.0	164.0
4658	76	2020-04-02	A	9.0	203.0	3.0							1.0	48.0				
4659	76	2020-04-02	B	69.0	712.0	18.0							26.0	116.0				
4660	76	2020-04-02	C	64.0	469.0	29.0							7.0	56.0				
4661	76	2020-04-02	D	28.0	246.0	20.0							2.0	16.0				
4662	76	2020-04-02	E	48.0	411.0	39.0							3.0	27.0				
4663	84	2020-04-02	0	421.0	2603.0	168.0	197.0	224.0	1329.0	1274.0	84.0	84.0	99.0	653.0	39.0	60.0	267.0	384.0
4664	84	2020-04-02	A	7.0	312.0	1.0							4.0	85.0				
4665	84	2020-04-02	B	161.0	928.0	19.0							59.0	271.0				
4666	84	2020-04-02	C	109.0	622.0	36.0							17.0	114.0				
4667	84	2020-04-02	D	50.0	258.0	29.0							9.0	60.0				
4668	84	2020-04-02	E	94.0	483.0	83.0							10.0	123.0				
4669	93	2020-04-02	0	233.0	2002.0	131.0	115.0	118.0	1021.0	981.0	66.0	65.0	122.0	657.0	52.0	70.0	245.0	412.0
4670	93	2020-04-02	A	3.0	249.0	1.0							12.0	92.0				
4671	93	2020-04-02	B	70.0	666.0	20.0							71.0	262.0				
4672	93	2020-04-02	C	79.0	509.0	40.0							24.0	137.0				
4673	93	2020-04-02	D	31.0	218.0	24.0							13.0	62.0				
4674	93	2020-04-02	E	50.0	360.0	46.0							2.0	104.0				
4675	94	2020-04-02	0	48.0	156.0	43.0	11.0	37.0	63.0	93.0	11.0	32.0	9.0	26.0	3.0	6.0	10.0	16.0
4676	94	2020-04-02	A		12.0								3.0	7.0				
4677	94	2020-04-02	B	26.0	64.0	22.0							2.0	10.0				
4678	94	2020-04-02	C	15.0	37.0	14.0							2.0	4.0				
4679	94	2020-04-02	D	4.0	11.0	4.0							1.0	3.0				
4680	94	2020-04-02	E	3.0	32.0	3.0							1.0	2.0				
4681	01	2020-04-03	0	9.0	151.0	4.0	8.0	1.0	76.0	75.0	3.0	1.0						
4682	01	2020-04-03	A	4.0	34.0													
4683	01	2020-04-03	B		57.0													
4684	01	2020-04-03	C	3.0	26.0	2.0												
4685	01	2020-04-03	D		12.0													
4686	01	2020-04-03	E	2.0	22.0	2.0												
4687	02	2020-04-03	0											90.0			30.0	60.0
4688	02	2020-04-03	A											11.0				
4689	02	2020-04-03	B											26.0				
4690	02	2020-04-03	C											16.0				
4691	02	2020-04-03	D											10.0				
4692	02	2020-04-03	E											27.0				
4693	03	2020-04-03	0	4.0	153.0		2.0	2.0	69.0	84.0								
4694	03	2020-04-03	A		32.0													
4695	03	2020-04-03	B	3.0	78.0													
4696	03	2020-04-03	C	1.0	31.0													
4697	03	2020-04-03	D		7.0													
4698	03	2020-04-03	E		5.0													
4699	04	2020-04-03	0	8.0	261.0	6.0	7.0	1.0	138.0	123.0	5.0	1.0						
4700	04	2020-04-03	A	2.0	46.0													
4701	04	2020-04-03	B	1.0	86.0	1.0												
4702	04	2020-04-03	C	3.0	65.0	3.0												
4703	04	2020-04-03	D	1.0	27.0	1.0												
4704	04	2020-04-03	E	1.0	37.0	1.0												
4705	06	2020-04-03	0	6.0	73.0	2.0	2.0	4.0	32.0	41.0		2.0						
4706	06	2020-04-03	A		15.0													
4707	06	2020-04-03	B	1.0	34.0													
4708	06	2020-04-03	C	5.0	18.0	2.0												
4709	06	2020-04-03	D		2.0													
4710	06	2020-04-03	E		4.0													
4711	07	2020-04-03	0		14.0				8.0	6.0								
4712	07	2020-04-03	A		2.0													
4713	07	2020-04-03	B		5.0													
4714	07	2020-04-03	C		5.0													
4715	07	2020-04-03	D		2.0													
4716	07	2020-04-03	E															
4717	08	2020-04-03	0	1.0	14.0	1.0	1.0		7.0	7.0	1.0							
4718	08	2020-04-03	A															
4719	08	2020-04-03	B	1.0	9.0	1.0												
4720	08	2020-04-03	C		4.0													
4721	08	2020-04-03	D															
4722	08	2020-04-03	E		1.0													
4723	11	2020-04-03	0	1360.0	4465.0	477.0	673.0	686.0	2280.0	2184.0	282.0	195.0	295.0	1152.0	120.0	173.0	476.0	673.0
4724	11	2020-04-03	A	13.0	507.0	3.0							15.0	146.0				
4725	11	2020-04-03	B	529.0	1748.0	67.0							131.0	441.0				
4726	11	2020-04-03	C	470.0	1253.0	170.0							101.0	282.0				
4727	11	2020-04-03	D	149.0	424.0	95.0							23.0	98.0				
4728	11	2020-04-03	E	199.0	533.0	142.0							25.0	179.0				
4729	24	2020-04-03	0	124.0	882.0	42.0	54.0	70.0	452.0	430.0	28.0	14.0	19.0	171.0	8.0	11.0	74.0	97.0
4730	24	2020-04-03	A	1.0	134.0								2.0	17.0				
4731	24	2020-04-03	B	37.0	272.0	4.0							12.0	94.0				
4732	24	2020-04-03	C	29.0	202.0	7.0							4.0	35.0				
4733	24	2020-04-03	D	17.0	98.0	7.0							1.0	8.0				
4734	24	2020-04-03	E	40.0	176.0	24.0								15.0				
4735	27	2020-04-03	0	265.0	1121.0	126.0	102.0	163.0	549.0	572.0	60.0	66.0	28.0	172.0	10.0	18.0	78.0	94.0
4736	27	2020-04-03	A	8.0	109.0	3.0								19.0				
4737	27	2020-04-03	B	92.0	358.0	25.0							17.0	85.0				
4738	27	2020-04-03	C	83.0	292.0	32.0							10.0	34.0				
4739	27	2020-04-03	D	30.0	144.0	20.0								10.0				
4740	27	2020-04-03	E	52.0	218.0	46.0							1.0	24.0				
4741	28	2020-04-03	0	118.0	1270.0	45.0	49.0	69.0	621.0	649.0	23.0	22.0	58.0	271.0	17.0	41.0	120.0	151.0
4742	28	2020-04-03	A	3.0	164.0								1.0	38.0				
4743	28	2020-04-03	B	48.0	428.0	6.0							43.0	149.0				
4744	28	2020-04-03	C	35.0	311.0	15.0							12.0	45.0				
4745	28	2020-04-03	D	19.0	145.0	13.0							2.0	18.0				
4746	28	2020-04-03	E	13.0	222.0	11.0								21.0				
4747	32	2020-04-03	0	339.0	2029.0	124.0	135.0	204.0	997.0	1032.0	55.0	69.0	67.0	490.0	32.0	35.0	223.0	267.0
4748	32	2020-04-03	A	5.0	262.0	1.0							6.0	83.0				
4749	32	2020-04-03	B	115.0	700.0	13.0							41.0	239.0				
4750	32	2020-04-03	C	105.0	496.0	37.0							17.0	98.0				
4751	32	2020-04-03	D	44.0	221.0	31.0							2.0	26.0				
4752	32	2020-04-03	E	70.0	350.0	42.0							1.0	41.0				
4753	44	2020-04-03	0	459.0	1874.0	248.0	220.0	239.0	967.0	907.0	144.0	104.0	142.0	523.0	59.0	83.0	219.0	303.0
4754	44	2020-04-03	A	10.0	202.0	5.0							6.0	64.0				
4755	44	2020-04-03	B	117.0	575.0	20.0							74.0	214.0				
4756	44	2020-04-03	C	148.0	460.0	67.0							40.0	123.0				
4757	44	2020-04-03	D	70.0	228.0	56.0							12.0	52.0				
4758	44	2020-04-03	E	114.0	409.0	100.0							10.0	70.0				
4759	52	2020-04-03	0	197.0	1086.0	85.0	86.0	110.0	565.0	520.0	45.0	39.0	46.0	339.0	16.0	30.0	144.0	195.0
4760	52	2020-04-03	A	6.0	147.0								6.0	52.0				
4761	52	2020-04-03	B	72.0	341.0	12.0							26.0	141.0				
4762	52	2020-04-03	C	51.0	258.0	19.0							6.0	61.0				
4763	52	2020-04-03	D	29.0	134.0	19.0							3.0	22.0				
4764	52	2020-04-03	E	39.0	206.0	35.0							5.0	61.0				
4765	53	2020-04-03	0	86.0	1153.0	34.0	39.0	47.0	563.0	590.0	19.0	15.0	18.0	206.0	10.0	8.0	75.0	131.0
4766	53	2020-04-03	A	1.0	165.0									26.0				
4767	53	2020-04-03	B	31.0	358.0	6.0							13.0	91.0				
4768	53	2020-04-03	C	22.0	250.0	6.0							3.0	39.0				
4769	53	2020-04-03	D	12.0	119.0	6.0							2.0	17.0				
4770	53	2020-04-03	E	20.0	261.0	16.0								33.0				
4771	75	2020-04-03	0	262.0	2164.0	126.0	111.0	151.0	1106.0	1058.0	60.0	66.0	138.0	850.0	60.0	78.0	363.0	487.0
4772	75	2020-04-03	A	8.0	300.0	5.0							19.0	151.0				
4773	75	2020-04-03	B	88.0	654.0	29.0							72.0	366.0				
4774	75	2020-04-03	C	85.0	492.0	31.0							27.0	165.0				
4775	75	2020-04-03	D	30.0	247.0	18.0							9.0	53.0				
4776	75	2020-04-03	E	51.0	471.0	43.0							11.0	115.0				
4777	76	2020-04-03	0	200.0	2045.0	83.0	91.0	109.0	1017.0	1028.0	44.0	39.0	48.0	243.0	23.0	25.0	90.0	153.0
4778	76	2020-04-03	A	18.0	229.0	4.0							8.0	26.0				
4779	76	2020-04-03	B	71.0	686.0	16.0							27.0	124.0				
4780	76	2020-04-03	C	53.0	517.0	17.0							10.0	42.0				
4781	76	2020-04-03	D	21.0	221.0	12.0							2.0	19.0				
4782	76	2020-04-03	E	37.0	392.0	34.0							1.0	32.0				
4783	84	2020-04-03	0	464.0	2631.0	202.0	208.0	256.0	1324.0	1307.0	114.0	88.0	142.0	657.0	63.0	79.0	289.0	365.0
4784	84	2020-04-03	A	8.0	367.0								11.0	67.0				
4785	84	2020-04-03	B	153.0	894.0	21.0							72.0	302.0				
4786	84	2020-04-03	C	139.0	622.0	50.0							29.0	125.0				
4787	84	2020-04-03	D	55.0	266.0	41.0							16.0	59.0				
4788	84	2020-04-03	E	109.0	482.0	90.0							14.0	104.0				
4789	93	2020-04-03	0	248.0	2108.0	152.0	120.0	128.0	1086.0	1022.0	86.0	66.0	105.0	601.0	43.0	62.0	243.0	357.0
4790	93	2020-04-03	A	3.0	234.0								12.0	92.0				
4791	93	2020-04-03	B	68.0	748.0	25.0							56.0	215.0				
4792	93	2020-04-03	C	69.0	513.0	41.0							24.0	135.0				
4793	93	2020-04-03	D	47.0	235.0	34.0							5.0	62.0				
4794	93	2020-04-03	E	61.0	378.0	52.0							8.0	96.0				
4795	94	2020-04-03	0	31.0	113.0	28.0	17.0	14.0	68.0	45.0	15.0	13.0	8.0	30.0	3.0	5.0	12.0	18.0
4796	94	2020-04-03	A		7.0								1.0	5.0				
4797	94	2020-04-03	B	6.0	33.0	6.0							4.0	11.0				
4798	94	2020-04-03	C	12.0	35.0	12.0							2.0	8.0				
4799	94	2020-04-03	D	6.0	16.0	4.0								1.0				
4800	94	2020-04-03	E	7.0	22.0	6.0							1.0	5.0				
4801	01	2020-04-04	0	4.0	138.0	2.0		4.0	53.0	85.0		2.0						
4802	01	2020-04-04	A		20.0													
4803	01	2020-04-04	B	1.0	54.0	1.0												
4804	01	2020-04-04	C	2.0	29.0													
4805	01	2020-04-04	D		16.0													
4806	01	2020-04-04	E	1.0	19.0	1.0												
4807	02	2020-04-04	0										13.0	84.0	5.0	8.0	35.0	49.0
4808	02	2020-04-04	A										2.0	12.0				
4809	02	2020-04-04	B										4.0	26.0				
4810	02	2020-04-04	C										4.0	20.0				
4811	02	2020-04-04	D										1.0	11.0				
4812	02	2020-04-04	E										2.0	15.0				
4813	03	2020-04-04	0	7.0	154.0	3.0	3.0	4.0	86.0	68.0	1.0	2.0						
4814	03	2020-04-04	A		27.0													
4815	03	2020-04-04	B	4.0	94.0	1.0												
4816	03	2020-04-04	C	3.0	22.0	2.0												
4817	03	2020-04-04	D		6.0													
4818	03	2020-04-04	E		5.0													
4819	04	2020-04-04	0	4.0	268.0	4.0	2.0	2.0	165.0	103.0	2.0	2.0						
4820	04	2020-04-04	A	1.0	42.0	1.0												
4821	04	2020-04-04	B		99.0													
4822	04	2020-04-04	C	1.0	70.0	1.0												
4823	04	2020-04-04	D	2.0	27.0	2.0												
4824	04	2020-04-04	E		30.0													
4825	06	2020-04-04	0	2.0	80.0		1.0	1.0	48.0	32.0								
4826	06	2020-04-04	A		17.0													
4827	06	2020-04-04	B		33.0													
4828	06	2020-04-04	C	1.0	22.0													
4829	06	2020-04-04	D	1.0	4.0													
4830	06	2020-04-04	E		4.0													
4831	07	2020-04-04	0		10.0				6.0	4.0								
4832	07	2020-04-04	A		2.0													
4833	07	2020-04-04	B		5.0													
4834	07	2020-04-04	C		2.0													
4835	07	2020-04-04	D															
4836	07	2020-04-04	E		1.0													
4837	08	2020-04-04	0	1.0	11.0		1.0		6.0	5.0								
4838	08	2020-04-04	A		2.0													
4839	08	2020-04-04	B	1.0	5.0													
4840	08	2020-04-04	C		4.0													
4841	08	2020-04-04	D															
4842	08	2020-04-04	E															
4843	11	2020-04-04	0	1032.0	4088.0	380.0	532.0	499.0	2113.0	1973.0	225.0	154.0	295.0	1431.0	106.0	189.0	618.0	812.0
4844	11	2020-04-04	A	7.0	530.0	1.0							14.0	232.0				
4845	11	2020-04-04	B	387.0	1626.0	46.0							129.0	497.0				
4846	11	2020-04-04	C	356.0	1065.0	133.0							93.0	321.0				
4847	11	2020-04-04	D	126.0	374.0	82.0							29.0	135.0				
4848	11	2020-04-04	E	156.0	493.0	118.0							29.0	231.0				
4849	24	2020-04-04	0	79.0	875.0	19.0	39.0	40.0	458.0	417.0	11.0	8.0	17.0	269.0	8.0	9.0	120.0	149.0
4850	24	2020-04-04	A		124.0									38.0				
4851	24	2020-04-04	B	21.0	286.0	2.0							11.0	133.0				
4852	24	2020-04-04	C	31.0	209.0	6.0							3.0	50.0				
4853	24	2020-04-04	D	11.0	83.0	4.0							1.0	18.0				
4854	24	2020-04-04	E	16.0	173.0	7.0							2.0	27.0				
4855	27	2020-04-04	0	195.0	1131.0	85.0	89.0	106.0	594.0	537.0	42.0	43.0	40.0	243.0	14.0	26.0	111.0	132.0
4856	27	2020-04-04	A	9.0	141.0	3.0							3.0	28.0				
4857	27	2020-04-04	B	66.0	363.0	10.0							21.0	102.0				
4858	27	2020-04-04	C	53.0	274.0	18.0							13.0	54.0				
4859	27	2020-04-04	D	19.0	123.0	14.0							1.0	25.0				
4860	27	2020-04-04	E	48.0	230.0	40.0							2.0	33.0				
4861	28	2020-04-04	0	61.0	1183.0	21.0	21.0	40.0	632.0	551.0	6.0	15.0	62.0	405.0	25.0	37.0	161.0	244.0
4862	28	2020-04-04	A	2.0	192.0								7.0	78.0				
4863	28	2020-04-04	B	29.0	411.0	3.0							36.0	168.0				
4864	28	2020-04-04	C	9.0	264.0	4.0							14.0	80.0				
4865	28	2020-04-04	D	5.0	120.0	3.0							2.0	28.0				
4866	28	2020-04-04	E	16.0	196.0	11.0							3.0	51.0				
4867	32	2020-04-04	0	258.0	2031.0	87.0	107.0	151.0	1013.0	1018.0	42.0	45.0	91.0	627.0	45.0	46.0	286.0	341.0
4868	32	2020-04-04	A	4.0	348.0	1.0							5.0	128.0				
4869	32	2020-04-04	B	100.0	752.0	6.0							50.0	281.0				
4870	32	2020-04-04	C	64.0	405.0	21.0							28.0	127.0				
4871	32	2020-04-04	D	33.0	185.0	19.0								34.0				
4872	32	2020-04-04	E	57.0	341.0	40.0							8.0	55.0				
4873	44	2020-04-04	0	274.0	1831.0	148.0	116.0	158.0	924.0	906.0	81.0	67.0	157.0	740.0	60.0	96.0	321.0	418.0
4874	44	2020-04-04	A	3.0	241.0	2.0							10.0	116.0				
4875	44	2020-04-04	B	78.0	554.0	15.0							83.0	292.0				
4876	44	2020-04-04	C	81.0	467.0	39.0							36.0	144.0				
4877	44	2020-04-04	D	30.0	200.0	25.0							9.0	63.0				
4878	44	2020-04-04	E	82.0	369.0	67.0							19.0	120.0				
4879	52	2020-04-04	0	140.0	1094.0	68.0	64.0	76.0	576.0	517.0	35.0	33.0	66.0	429.0	30.0	36.0	174.0	255.0
4880	52	2020-04-04	A	5.0	180.0	2.0							6.0	84.0				
4881	52	2020-04-04	B	50.0	323.0	9.0							34.0	161.0				
4882	52	2020-04-04	C	36.0	234.0	18.0							14.0	73.0				
4883	52	2020-04-04	D	18.0	135.0	12.0							2.0	33.0				
4884	52	2020-04-04	E	31.0	222.0	27.0							10.0	78.0				
4885	53	2020-04-04	0	74.0	1100.0	41.0	34.0	40.0	561.0	539.0	20.0	21.0	33.0	366.0	11.0	22.0	150.0	216.0
4886	53	2020-04-04	A	1.0	162.0	1.0							4.0	58.0				
4887	53	2020-04-04	B	20.0	346.0	5.0							12.0	149.0				
4888	53	2020-04-04	C	18.0	226.0	7.0							11.0	68.0				
4889	53	2020-04-04	D	5.0	107.0	1.0							2.0	26.0				
4890	53	2020-04-04	E	30.0	259.0	27.0							4.0	65.0				
4891	75	2020-04-04	0	195.0	2140.0	93.0	74.0	121.0	1103.0	1037.0	41.0	52.0	157.0	1118.0	63.0	94.0	456.0	662.0
4892	75	2020-04-04	A	4.0	282.0	2.0							21.0	187.0				
4893	75	2020-04-04	B	76.0	699.0	17.0							93.0	481.0				
4894	75	2020-04-04	C	43.0	449.0	19.0							24.0	223.0				
4895	75	2020-04-04	D	20.0	239.0	12.0							4.0	76.0				
4896	75	2020-04-04	E	52.0	471.0	43.0							15.0	151.0				
4897	76	2020-04-04	0	161.0	2073.0	82.0	65.0	96.0	1076.0	997.0	40.0	42.0	70.0	427.0	27.0	43.0	166.0	261.0
4898	76	2020-04-04	A	13.0	282.0	6.0							9.0	72.0				
4899	76	2020-04-04	B	61.0	711.0	17.0							42.0	174.0				
4900	76	2020-04-04	C	41.0	495.0	19.0							15.0	85.0				
4901	76	2020-04-04	D	11.0	216.0	8.0								33.0				
4902	76	2020-04-04	E	35.0	369.0	32.0							4.0	63.0				
