id	dep	date_pass	tranche_age	nb_pass_suspit	nb_pass_tot	nb_hospit	nb_pass_h	nb_pass_f	nb_pass_tot_h	nb_pass_tot_f	nb_hospit_h	nb_hospit_f	nb_acte	nb_acte_tot	nb_acte_h	nb_acte_f	nb_acte_tot_h	nb_acte_tot_f
27691	70	2020-01-09	0	21	75	11	8	13	36	39	6	5						
27692	70	2020-01-09	A	0	6	0												
27693	70	2020-01-09	B	6	28	1												
27694	70	2020-01-09	C	4	15	1												
27695	70	2020-01-09	D	3	10	3												
27696	70	2020-01-09	E	8	16	6												
27697	71	2020-01-09	0	88	273	54	30	58	144	129	19	35						
27698	71	2020-01-09	A	0	27	0												
27699	71	2020-01-09	B	31	88	9												
27700	71	2020-01-09	C	36	81	27												
27701	71	2020-01-09	D	8	27	6												
27702	71	2020-01-09	E	13	50	12												
27703	72	2020-01-09	0	33	227	17	12	20	128	98	9	8						
27704	72	2020-01-09	A	1	39	0												
27705	72	2020-01-09	B	14	64	5												
27706	72	2020-01-09	C	6	47	4												
27707	72	2020-01-09	D	4	24	2												
27708	72	2020-01-09	E	8	53	6												
27709	73	2020-01-09	0	8	128	4	4	4	65	63	3	1	8	37	4	4	15	22
27710	73	2020-01-09	A	0	10	0							1	4				
27711	73	2020-01-09	B	1	46	0							7	20				
27712	73	2020-01-09	C	2	29	1							0	4				
27713	73	2020-01-09	D	2	19	0							0	1				
27714	73	2020-01-09	E	3	24	3							0	8				
27715	74	2020-01-09	0	44	372	20	21	23	194	178	8	12	10	59	2	8	21	38
27716	74	2020-01-09	A	0	51	0							1	6				
27717	74	2020-01-09	B	14	139	2							6	22				
27718	74	2020-01-09	C	13	85	4							1	7				
27719	74	2020-01-09	D	2	36	2							2	9				
27720	74	2020-01-09	E	15	61	12							0	15				
27721	75	2020-01-09	0	242	866	63	114	128	475	390	36	27	96	510	43	53	204	306
27722	75	2020-01-09	A	4	125	2							4	52				
27723	75	2020-01-09	B	94	318	3							33	155				
27724	75	2020-01-09	C	84	223	7							31	128				
27725	75	2020-01-09	D	25	75	19							12	58				
27726	75	2020-01-09	E	35	125	32							14	114				
27727	76	2020-01-09	0	28	540	12	15	13	283	256	8	4	2	46	1	1	23	23
27728	76	2020-01-09	A	0	88	0							1	6				
27729	76	2020-01-09	B	11	177	4							1	20				
27730	76	2020-01-09	C	11	123	3							0	12				
27731	76	2020-01-09	D	0	65	0							0	1				
27732	76	2020-01-09	E	6	87	5							0	7				
27733	77	2020-01-09	0	40	305	28	19	21	151	154	15	13	18	115	8	10	46	68
27734	77	2020-01-09	A	0	50	0							1	17				
27735	77	2020-01-09	B	12	109	4							13	53				
27736	77	2020-01-09	C	12	80	10							3	21				
27737	77	2020-01-09	D	9	36	8							1	7				
27738	77	2020-01-09	E	7	30	6							0	17				
27739	78	2020-01-09	0	60	475	22	31	29	255	220	14	8	9	59	4	5	24	35
27740	78	2020-01-09	A	0	82	0							0	6				
27741	78	2020-01-09	B	22	185	4							4	23				
27742	78	2020-01-09	C	18	109	4							4	14				
27743	78	2020-01-09	D	7	41	5							1	8				
27744	78	2020-01-09	E	13	58	9							0	8				
27745	79	2020-01-09	0	3	137	3	2	1	84	53	2	1						
27746	79	2020-01-09	A	0	14	0												
27747	79	2020-01-09	B	0	52	0												
27748	79	2020-01-09	C	1	26	1												
27749	79	2020-01-09	D	1	16	1												
27750	79	2020-01-09	E	1	29	1												
27751	80	2020-01-09	0	22	268	11	11	11	147	121	6	5	17	113	7	10	53	60
27752	80	2020-01-09	A	1	46	1							4	19				
27753	80	2020-01-09	B	4	72	2							9	56				
27754	80	2020-01-09	C	7	63	3							3	25				
27755	80	2020-01-09	D	4	32	2							0	7				
27756	80	2020-01-09	E	6	55	3							1	6				
27757	81	2020-01-09	0	10	151	3	6	4	90	61	1	2						
27758	81	2020-01-09	A	0	15	0												
27759	81	2020-01-09	B	3	54	1												
27760	81	2020-01-09	C	3	35	0												
27761	81	2020-01-09	D	1	17	0												
27762	81	2020-01-09	E	3	30	2												
27763	82	2020-01-09	0	4	94	2	0	4	49	45	0	2						
27764	82	2020-01-09	A	1	13	0												
27765	82	2020-01-09	B	1	31	0												
27766	82	2020-01-09	C	0	23	0												
27767	82	2020-01-09	D	0	11	0												
27768	82	2020-01-09	E	2	16	2												
27769	83	2020-01-09	0	40	373	22	22	18	168	205	15	7	52	269	17	35	117	152
27770	83	2020-01-09	A	0	41	0							5	35				
27771	83	2020-01-09	B	13	117	4							25	93				
27772	83	2020-01-09	C	12	92	4							14	57				
27773	83	2020-01-09	D	6	47	5							2	29				
27774	83	2020-01-09	E	9	76	9							6	55				
27775	84	2020-01-09	0	14	248	8	7	7	131	117	4	4	0	10	0	0	5	5
27776	84	2020-01-09	A	0	32	0							0	1				
27777	84	2020-01-09	B	3	79	0							0	4				
27778	84	2020-01-09	C	3	57	2							0	3				
27779	84	2020-01-09	D	2	30	2							0	2				
27780	84	2020-01-09	E	6	50	4												
27781	85	2020-01-09	0	19	222	6	10	9	122	100	4	2						
27782	85	2020-01-09	A	0	25	0												
27783	85	2020-01-09	B	10	73	0												
27784	85	2020-01-09	C	5	41	3												
27785	85	2020-01-09	D	2	27	1												
27786	85	2020-01-09	E	2	56	2												
27787	86	2020-01-09	0	18	142	10	2	16	51	91	0	10						
27788	86	2020-01-09	A	0	28	0												
27789	86	2020-01-09	B	5	36	2												
27790	86	2020-01-09	C	5	35	2												
27791	86	2020-01-09	D	2	14	1												
27792	86	2020-01-09	E	6	29	5												
27793	87	2020-01-09	0	10	169	7	7	3	97	72	5	2	4	72	3	1	29	43
27794	87	2020-01-09	A	1	30	0							0	9				
27795	87	2020-01-09	B	3	37	1							1	32				
27796	87	2020-01-09	C	2	35	2							2	14				
27797	87	2020-01-09	D	1	23	1							1	7				
27798	87	2020-01-09	E	3	44	3							0	10				
27799	88	2020-01-09	0	44	169	18	16	28	84	85	13	5						
27800	88	2020-01-09	A	0	17	0												
27801	88	2020-01-09	B	13	48	0												
27802	88	2020-01-09	C	15	40	6												
27803	88	2020-01-09	D	7	29	6												
27804	88	2020-01-09	E	9	35	6												
27805	89	2020-01-09	0	17	191	5	8	9	113	78	3	2	15	51	5	10	21	30
27806	89	2020-01-09	A	0	15	0							0	3				
27807	89	2020-01-09	B	7	68	0							10	24				
27808	89	2020-01-09	C	3	44	0							4	13				
27809	89	2020-01-09	D	3	26	1							0	5				
27810	89	2020-01-09	E	4	38	4							1	6				
27811	90	2020-01-09	0	17	88	8	7	10	49	39	3	5						
27812	90	2020-01-09	A	0	7	0												
27813	90	2020-01-09	B	6	22	1												
27814	90	2020-01-09	C	4	29	2												
27815	90	2020-01-09	D	2	12	1												
27816	90	2020-01-09	E	5	18	4												
27817	91	2020-01-09	0	65	371	25	27	38	186	185	13	12	12	79	5	7	29	50
27818	91	2020-01-09	A	1	22	0							0	12				
27819	91	2020-01-09	B	24	156	4							4	26				
27820	91	2020-01-09	C	19	104	8							6	18				
27821	91	2020-01-09	D	7	35	4							0	5				
27822	91	2020-01-09	E	14	54	9							2	18				
27823	92	2020-01-09	0	65	473	21	19	46	225	248	7	14						
27824	92	2020-01-09	A	1	91	0												
27825	92	2020-01-09	B	27	174	1												
27826	92	2020-01-09	C	14	101	2												
27827	92	2020-01-09	D	10	42	8												
27828	92	2020-01-09	E	13	65	10												
27829	93	2020-01-09	0	99	494	46	52	47	263	231	27	19						
27830	93	2020-01-09	A	1	51	0												
27831	93	2020-01-09	B	28	195	7												
27832	93	2020-01-09	C	46	160	21												
27833	93	2020-01-09	D	10	33	7												
27834	93	2020-01-09	E	14	54	11												
27835	94	2020-01-09	0	138	590	59	77	61	326	264	35	24						
27836	94	2020-01-09	A	0	61	0												
27837	94	2020-01-09	B	45	240	10												
27838	94	2020-01-09	C	46	152	17												
27839	94	2020-01-09	D	19	48	10												
27840	94	2020-01-09	E	28	89	22												
27841	95	2020-01-09	0	143	523	43	56	87	255	268	26	17	30	139	15	15	57	82
27842	95	2020-01-09	A	2	78	1							0	23				
27843	95	2020-01-09	B	56	214	4							13	57				
27844	95	2020-01-09	C	55	142	12							10	34				
27845	95	2020-01-09	D	16	37	14							3	10				
27846	95	2020-01-09	E	14	52	12							4	15				
27847	971	2020-01-09	0	10	138	5	3	7	53	85	0	5						
27848	971	2020-01-09	A	1	15	1												
27849	971	2020-01-09	B	4	59	1												
27850	971	2020-01-09	C	2	30	1												
27851	971	2020-01-09	D	2	23	1												
27852	971	2020-01-09	E	1	11	1												
27853	972	2020-01-09	0										6	99	2	4	43	56
27854	972	2020-01-09	A										2	15				
27855	972	2020-01-09	B										1	24				
27856	972	2020-01-09	C										1	21				
27857	972	2020-01-09	D										0	12				
27858	972	2020-01-09	E										2	27				
27859	973	2020-01-09	0	1	124	1	1	0	57	67	1	0						
27860	973	2020-01-09	A	0	18	0												
27861	973	2020-01-09	B	0	66	0												
27862	973	2020-01-09	C	0	24	0												
27863	973	2020-01-09	D	0	5	0												
27864	973	2020-01-09	E	1	11	1												
27865	974	2020-01-09	0	8	271	6	5	3	154	117	4	2						
27866	974	2020-01-09	A	0	45	0												
27867	974	2020-01-09	B	3	95	2												
27868	974	2020-01-09	C	2	79	1												
27869	974	2020-01-09	D	2	26	2												
27870	974	2020-01-09	E	1	26	1												
27871	976	2020-01-09	0	9	94	4	5	4	57	37	3	1						
27872	976	2020-01-09	A	0	23	0												
27873	976	2020-01-09	B	2	41	0												
27874	976	2020-01-09	C	4	23	1												
27875	976	2020-01-09	D	0	3	0												
27876	976	2020-01-09	E	3	4	3												
27877	1	2020-01-10	0	20	195	6	9	11	97	98	5	1						
27878	1	2020-01-10	A	0	20	0												
27879	1	2020-01-10	B	10	66	1												
27880	1	2020-01-10	C	7	56	2												
27881	1	2020-01-10	D	1	19	1												
27882	1	2020-01-10	E	2	34	2												
27883	2	2020-01-10	0	57	266	17	29	28	144	122	10	7	6	134	3	3	58	76
27884	2	2020-01-10	A	0	36	0							0	20				
27885	2	2020-01-10	B	19	79	0							2	59				
27886	2	2020-01-10	C	16	69	4							2	28				
27887	2	2020-01-10	D	7	33	4							0	9				
27888	2	2020-01-10	E	15	49	9							1	17				
27889	3	2020-01-10	0	14	108	4	6	8	56	52	2	2						
27890	3	2020-01-10	A	0	11	0												
27891	3	2020-01-10	B	4	30	0												
27892	3	2020-01-10	C	5	27	1												
27893	3	2020-01-10	D	2	11	1												
27894	3	2020-01-10	E	3	29	2												
27895	4	2020-01-10	0	4	110	2	1	3	55	55	0	2						
27896	4	2020-01-10	A	1	8	1												
27897	4	2020-01-10	B	1	36	0												
27898	4	2020-01-10	C	1	33	0												
27899	4	2020-01-10	D	0	12	0												
27900	4	2020-01-10	E	1	21	1												
27901	5	2020-01-10	0	44	125	0	12	32	54	71	0	0						
27902	5	2020-01-10	A	0	7	0												
27903	5	2020-01-10	B	21	46	0												
27904	5	2020-01-10	C	22	44	0												
27905	5	2020-01-10	D	1	12	0												
27906	5	2020-01-10	E	0	16	0												
27907	6	2020-01-10	0	40	534	26	15	25	282	252	11	15	25	138	9	16	52	86
27908	6	2020-01-10	A	0	69	0							3	11				
27909	6	2020-01-10	B	10	172	4							11	50				
27910	6	2020-01-10	C	11	124	7							9	39				
27911	6	2020-01-10	D	5	60	3							0	18				
27912	6	2020-01-10	E	14	109	12							2	20				
27913	7	2020-01-10	0	15	96	2	5	10	48	48	1	1						
27914	7	2020-01-10	A	0	6	0												
27915	7	2020-01-10	B	3	24	0												
27916	7	2020-01-10	C	8	33	1												
27917	7	2020-01-10	D	0	18	0												
27918	7	2020-01-10	E	4	15	1												
27919	8	2020-01-10	0	6	132	0	2	4	68	64	0	0						
27920	8	2020-01-10	A	0	20	0												
27921	8	2020-01-10	B	3	34	0												
27922	8	2020-01-10	C	1	29	0												
27923	8	2020-01-10	D	1	20	0												
27924	8	2020-01-10	E	1	29	0												
27925	9	2020-01-10	0	4	84	2	2	2	44	40	2	0						
27926	9	2020-01-10	A	0	7	0												
27927	9	2020-01-10	B	1	26	0												
27928	9	2020-01-10	C	0	18	0												
27929	9	2020-01-10	D	1	14	0												
27930	9	2020-01-10	E	2	19	2												
27931	10	2020-01-10	0	14	104	10	6	8	51	53	5	5	9	78	2	7	30	48
27932	10	2020-01-10	A	0	8	0							0	9				
27933	10	2020-01-10	B	2	33	0							6	39				
27934	10	2020-01-10	C	3	26	1							3	13				
27935	10	2020-01-10	D	2	8	2							0	9				
27936	10	2020-01-10	E	7	29	7							0	8				
27937	11	2020-01-10	0	9	171	5	4	5	83	88	2	3						
27938	11	2020-01-10	A	0	22	0												
27939	11	2020-01-10	B	3	41	1												
27940	11	2020-01-10	C	1	46	0												
27941	11	2020-01-10	D	3	24	2												
27942	11	2020-01-10	E	2	38	2												
27943	12	2020-01-10	0	0	65	0	0	0	34	31	0	0						
27944	12	2020-01-10	A	0	6	0												
27945	12	2020-01-10	B	0	18	0												
27946	12	2020-01-10	C	0	16	0												
27947	12	2020-01-10	D	0	13	0												
27948	12	2020-01-10	E	0	12	0												
27949	13	2020-01-10	0	58	806	32	35	23	412	394	21	11	20	181	8	12	65	116
27950	13	2020-01-10	A	1	133	0							1	39				
27951	13	2020-01-10	B	19	261	5							13	70				
27952	13	2020-01-10	C	19	218	12							4	32				
27953	13	2020-01-10	D	5	68	4							0	10				
27954	13	2020-01-10	E	14	126	11							2	30				
27955	14	2020-01-10	0	31	284	20	13	18	149	135	8	12	14	149	6	8	65	84
27956	14	2020-01-10	A	0	49	0							0	28				
27957	14	2020-01-10	B	13	74	5							9	60				
27958	14	2020-01-10	C	8	71	6							3	24				
27959	14	2020-01-10	D	4	32	3							1	13				
27960	14	2020-01-10	E	6	58	6							1	24				
27961	15	2020-01-10	0	0	51	0	0	0	22	29	0	0						
27962	15	2020-01-10	A	0	4	0												
27963	15	2020-01-10	B	0	17	0												
27964	15	2020-01-10	C	0	12	0												
27965	15	2020-01-10	D	0	2	0												
27966	15	2020-01-10	E	0	16	0												
27967	16	2020-01-10	0	14	135	4	5	9	72	63	1	3						
27968	16	2020-01-10	A	0	13	0												
27969	16	2020-01-10	B	5	35	0												
27970	16	2020-01-10	C	5	32	2												
27971	16	2020-01-10	D	0	17	0												
27972	16	2020-01-10	E	4	38	2												
27973	17	2020-01-10	0	15	271	5	5	10	146	125	1	4	0	16	0	0	7	9
27974	17	2020-01-10	A	0	20	0							0	2				
27975	17	2020-01-10	B	3	73	0							0	2				
27976	17	2020-01-10	C	5	61	1							0	5				
27977	17	2020-01-10	D	1	50	0							0	4				
27978	17	2020-01-10	E	6	67	4							0	3				
27979	18	2020-01-10	0	50	114	0	13	37	55	59	0	0	1	50	1	0	18	32
27980	18	2020-01-10	A	0	7	0							0	5				
27981	18	2020-01-10	B	23	40	0							0	20				
27982	18	2020-01-10	C	20	38	0							1	16				
27983	18	2020-01-10	D	3	14	0							0	5				
27984	18	2020-01-10	E	4	15	0							0	4				
27985	19	2020-01-10	0	4	110	4	3	1	49	61	3	1						
27986	19	2020-01-10	A	0	7	0												
27987	19	2020-01-10	B	0	26	0												
27988	19	2020-01-10	C	1	28	1												
27989	19	2020-01-10	D	1	16	1												
27990	19	2020-01-10	E	2	33	2												
27991	21	2020-01-10	0	41	169	11	14	27	79	90	6	5	6	32	2	4	11	21
27992	21	2020-01-10	A	0	11	0							0	5				
27993	21	2020-01-10	B	15	64	0							5	14				
27994	21	2020-01-10	C	14	43	2							1	7				
27995	21	2020-01-10	D	4	27	2							0	1				
27996	21	2020-01-10	E	8	24	7							0	5				
27997	22	2020-01-10	0	11	158	10	6	5	81	77	5	5						
27998	22	2020-01-10	A	0	30	0												
27999	22	2020-01-10	B	1	41	0												
28000	22	2020-01-10	C	3	29	3												
28001	22	2020-01-10	D	0	14	0												
28002	22	2020-01-10	E	7	44	7												
28003	23	2020-01-10	0	3	53	1	2	1	29	24	0	1						
28004	23	2020-01-10	A	0	4	0												
28005	23	2020-01-10	B	1	16	1												
28006	23	2020-01-10	C	0	10	0												
28007	23	2020-01-10	D	1	8	0												
28008	23	2020-01-10	E	1	15	0												
28009	24	2020-01-10	0	11	137	7	5	6	65	72	3	4						
28010	24	2020-01-10	A	1	10	0												
28011	24	2020-01-10	B	1	36	0												
28012	24	2020-01-10	C	1	38	0												
28013	24	2020-01-10	D	2	18	1												
28014	24	2020-01-10	E	6	35	6												
28015	25	2020-01-10	0	20	142	15	11	9	63	79	9	6	4	48	2	2	19	29
28016	25	2020-01-10	A	0	20	0							1	6				
28017	25	2020-01-10	B	3	39	1							3	19				
28018	25	2020-01-10	C	4	27	1							0	11				
28019	25	2020-01-10	D	5	19	5							0	4				
28020	25	2020-01-10	E	8	37	8							0	8				
28021	26	2020-01-10	0	19	196	8	6	13	94	102	3	5						
28022	26	2020-01-10	A	0	42	0												
28023	26	2020-01-10	B	7	61	1												
28024	26	2020-01-10	C	6	38	1												
28025	26	2020-01-10	D	3	22	3												
28026	26	2020-01-10	E	3	33	3												
28027	27	2020-01-10	0	8	118	2	3	5	55	63	1	1						
28028	27	2020-01-10	A	0	10	0												
28029	27	2020-01-10	B	4	45	0												
28030	27	2020-01-10	C	1	23	0												
28031	27	2020-01-10	D	1	17	1												
28032	27	2020-01-10	E	2	23	1												
28033	28	2020-01-10	0	10	176	0	1	9	92	84	0	0						
28034	28	2020-01-10	A	0	11	0												
28035	28	2020-01-10	B	3	63	0												
28036	28	2020-01-10	C	5	46	0												
28037	28	2020-01-10	D	1	21	0												
28038	28	2020-01-10	E	1	35	0												
28039	29	2020-01-10	0	8	417	2	5	3	205	212	1	1	5	80	2	3	37	43
28040	29	2020-01-10	A	0	61	0							0	10				
28041	29	2020-01-10	B	4	134	1							4	31				
28042	29	2020-01-10	C	3	83	1							0	19				
28043	29	2020-01-10	D	0	44	0							0	7				
28044	29	2020-01-10	E	1	95	0							0	12				
28045	2	2020-01-10	0	2	47	1	1	1	29	18	1	0	3	22	1	2	12	10
28046	2	2020-01-10	A	0	5	0							0	1				
28047	2	2020-01-10	B	0	18	0							0	10				
28048	2	2020-01-10	C	1	14	0							3	8				
28049	2	2020-01-10	D	1	4	1							0	1				
28050	2	2020-01-10	E	0	6	0							0	2				
28051	2	2020-01-10	0	16	74	16	7	9	35	39	7	9						
28052	2	2020-01-10	A	0	3	0												
28053	2	2020-01-10	B	4	26	4												
28054	2	2020-01-10	C	8	18	8												
28055	2	2020-01-10	D	1	10	1												
28056	2	2020-01-10	E	3	17	3												
28057	30	2020-01-10	0	14	289	1	5	9	129	160	0	1	12	54	5	7	18	36
28058	30	2020-01-10	A	0	31	0							1	8				
28059	30	2020-01-10	B	6	96	0							5	24				
28060	30	2020-01-10	C	6	61	1							4	8				
28061	30	2020-01-10	D	1	40	0							0	3				
28062	30	2020-01-10	E	1	61	0							2	11				
28063	31	2020-01-10	0	66	474	47	30	36	241	233	23	24	12	87	4	8	37	50
28064	31	2020-01-10	A	6	60	1							3	11				
28065	31	2020-01-10	B	27	189	15							5	40				
28066	31	2020-01-10	C	15	87	13							3	22				
28067	31	2020-01-10	D	8	48	8							0	3				
28068	31	2020-01-10	E	10	90	10							1	11				
28069	32	2020-01-10	0	9	68	8	3	6	38	30	3	5						
28070	32	2020-01-10	A	0	4	0												
28071	32	2020-01-10	B	2	24	1												
28072	32	2020-01-10	C	1	14	1												
28073	32	2020-01-10	D	1	4	1												
28074	32	2020-01-10	E	5	22	5												
28075	33	2020-01-10	0	75	573	31	33	42	289	284	13	18	31	423	11	20	165	258
28076	33	2020-01-10	A	3	81	2							1	61				
28077	33	2020-01-10	B	27	177	3							21	196				
28078	33	2020-01-10	C	17	136	6							6	80				
28079	33	2020-01-10	D	8	63	4							1	41				
28080	33	2020-01-10	E	20	116	16							2	44				
28081	34	2020-01-10	0	23	514	5	7	16	251	263	4	1	8	43	4	4	20	23
28082	34	2020-01-10	A	1	55	0							1	12				
28083	34	2020-01-10	B	8	209	0							4	14				
28084	34	2020-01-10	C	8	119	1							2	9				
28085	34	2020-01-10	D	2	48	1							1	4				
28086	34	2020-01-10	E	4	83	3							0	4				
28087	35	2020-01-10	0	32	399	24	14	18	195	204	11	13	6	111	4	2	46	65
28088	35	2020-01-10	A	1	84	0							0	14				
28089	35	2020-01-10	B	8	111	3							4	50				
28090	35	2020-01-10	C	5	77	4							0	23				
28091	35	2020-01-10	D	5	45	5							0	6				
28092	35	2020-01-10	E	13	82	12							2	18				
28093	36	2020-01-10	0	1	53	0	0	1	33	20	0	0						
28094	36	2020-01-10	A	0	9	0												
28095	36	2020-01-10	B	0	13	0												
28096	36	2020-01-10	C	1	11	0												
28097	36	2020-01-10	D	0	4	0												
28098	36	2020-01-10	E	0	16	0												
28099	37	2020-01-10	0	13	193	6	9	4	92	101	5	1	18	66	7	11	28	38
28100	37	2020-01-10	A	0	49	0							0	4				
28101	37	2020-01-10	B	3	48	1							6	39				
28102	37	2020-01-10	C	1	44	0							10	12				
28103	37	2020-01-10	D	2	14	0							0	3				
28104	37	2020-01-10	E	7	38	5							2	7				
28105	38	2020-01-10	0	40	481	12	13	27	219	262	4	8	12	120	5	7	50	70
28106	38	2020-01-10	A	2	84	1							0	20				
28107	38	2020-01-10	B	16	156	1							9	46				
28108	38	2020-01-10	C	6	105	0							3	28				
28109	38	2020-01-10	D	4	39	2							0	7				
28110	38	2020-01-10	E	12	97	8							0	18				
28111	39	2020-01-10	0	16	139	4	4	12	58	80	2	2						
28112	39	2020-01-10	A	0	8	0												
28113	39	2020-01-10	B	5	48	0												
28114	39	2020-01-10	C	7	39	0												
28115	39	2020-01-10	D	1	15	1												
28116	39	2020-01-10	E	3	29	3												
28117	40	2020-01-10	0	11	130	9	3	8	63	67	3	6						
28118	40	2020-01-10	A	0	17	0												
28119	40	2020-01-10	B	1	36	1												
28120	40	2020-01-10	C	2	28	0												
28121	40	2020-01-10	D	0	19	0												
28122	40	2020-01-10	E	8	30	8												
28123	41	2020-01-10	0	8	146	3	3	5	76	70	1	2						
28124	41	2020-01-10	A	0	17	0												
28125	41	2020-01-10	B	3	51	1												
28126	41	2020-01-10	C	0	31	0												
28127	41	2020-01-10	D	0	20	0												
28128	41	2020-01-10	E	5	27	2												
28129	42	2020-01-10	0	50	403	20	17	33	197	206	10	10	7	87	4	3	42	45
28130	42	2020-01-10	A	0	43	0							2	15				
28131	42	2020-01-10	B	19	130	1							2	31				
28132	42	2020-01-10	C	14	114	7							2	13				
28133	42	2020-01-10	D	5	35	4							1	13				
28134	42	2020-01-10	E	12	81	8							0	15				
28135	43	2020-01-10	0	0	16	0	0	0	10	6	0	0						
28136	43	2020-01-10	A															
28137	43	2020-01-10	B	0	6	0												
28138	43	2020-01-10	C	0	3	0												
28139	43	2020-01-10	D	0	2	0												
28140	43	2020-01-10	E	0	5	0												
28141	44	2020-01-10	0	42	386	30	14	28	186	200	7	23	27	313	8	19	145	168
28142	44	2020-01-10	A	3	60	0							4	50				
28143	44	2020-01-10	B	5	114	4							14	127				
28144	44	2020-01-10	C	11	90	7							4	55				
28145	44	2020-01-10	D	9	46	6							0	27				
28146	44	2020-01-10	E	14	76	13							5	54				
28147	45	2020-01-10	0	14	240	9	8	6	123	117	6	3	1	23	0	1	8	15
28148	45	2020-01-10	A	0	32	0							0	2				
28149	45	2020-01-10	B	0	81	0							0	10				
28150	45	2020-01-10	C	7	64	4							0	4				
28151	45	2020-01-10	D	2	19	1							1	3				
28152	45	2020-01-10	E	5	44	4							0	4				
28153	46	2020-01-10	0	12	93	4	4	8	57	36	1	3						
28154	46	2020-01-10	A	0	11	0												
28155	46	2020-01-10	B	1	22	0												
28156	46	2020-01-10	C	5	25	0												
28157	46	2020-01-10	D	1	16	0												
28158	46	2020-01-10	E	5	19	4												
28159	47	2020-01-10	0	11	148	5	2	9	72	76	2	3						
28160	47	2020-01-10	A	0	12	0												
28161	47	2020-01-10	B	3	50	1												
28162	47	2020-01-10	C	5	36	1												
28163	47	2020-01-10	D	1	12	1												
28164	47	2020-01-10	E	2	38	2												
28165	48	2020-01-10	0	0	26	0	0	0	16	10	0	0						
28166	48	2020-01-10	A	0	1	0												
28167	48	2020-01-10	B	0	11	0												
28168	48	2020-01-10	C	0	6	0												
28169	48	2020-01-10	D	0	1	0												
28170	48	2020-01-10	E	0	7	0												
28171	49	2020-01-10	0	28	262	19	16	12	122	140	12	7						
28172	49	2020-01-10	A	0	52	0												
28173	49	2020-01-10	B	6	90	2												
28174	49	2020-01-10	C	11	48	7												
28175	49	2020-01-10	D	7	26	6												
28176	49	2020-01-10	E	4	46	4												
28177	50	2020-01-10	0	10	208	9	4	6	113	95	4	5	7	45	3	4	17	28
28178	50	2020-01-10	A	0	22	0							0	6				
28179	50	2020-01-10	B	3	64	2							3	16				
28180	50	2020-01-10	C	0	45	0							3	12				
28181	50	2020-01-10	D	2	27	2							0	4				
28182	50	2020-01-10	E	5	50	5							1	7				
28183	51	2020-01-10	0	13	195	9	7	6	96	99	6	3	2	22	0	2	9	13
28184	51	2020-01-10	A	0	36	0							0	6				
28185	51	2020-01-10	B	2	72	1							1	9				
28186	51	2020-01-10	C	7	46	4							1	3				
28187	51	2020-01-10	D	2	12	2							0	2				
28188	51	2020-01-10	E	2	29	2							0	2				
28189	52	2020-01-10	0	11	73	5	2	9	40	32	1	4						
28190	52	2020-01-10	A	2	9	1												
28191	52	2020-01-10	B	4	27	0												
28192	52	2020-01-10	C	3	13	2												
28193	52	2020-01-10	D	0	4	0												
28194	52	2020-01-10	E	2	20	2												
28195	53	2020-01-10	0	13	70	9	8	5	36	34	7	2						
28196	53	2020-01-10	A	0	6	0												
28197	53	2020-01-10	B	0	15	0												
28198	53	2020-01-10	C	5	20	4												
28199	53	2020-01-10	D	2	9	0												
28200	53	2020-01-10	E	6	20	5												
28201	54	2020-01-10	0	28	241	17	13	15	128	113	9	8	18	95	8	10	37	58
28202	54	2020-01-10	A	1	34	0							0	15				
28203	54	2020-01-10	B	6	81	1							14	40				
28204	54	2020-01-10	C	8	49	5							1	15				
28205	54	2020-01-10	D	2	24	2							3	11				
28206	54	2020-01-10	E	11	53	9							0	14				
28207	55	2020-01-10	0	8	67	3	1	7	33	34	1	2						
28208	55	2020-01-10	A	0	9	0												
28209	55	2020-01-10	B	3	20	0												
28210	55	2020-01-10	C	3	12	1												
28211	55	2020-01-10	D	0	12	0												
28212	55	2020-01-10	E	2	14	2												
28213	56	2020-01-10	0	11	280	6	8	3	141	139	4	2	5	31	3	2	20	11
28214	56	2020-01-10	A	0	34	0							0	2				
28215	56	2020-01-10	B	3	80	1							3	13				
28216	56	2020-01-10	C	2	66	1							1	12				
28217	56	2020-01-10	D	2	27	1												
28218	56	2020-01-10	E	4	73	3							1	4				
28219	57	2020-01-10	0	46	388	31	17	29	194	194	13	18						
28220	57	2020-01-10	A	0	52	0												
28221	57	2020-01-10	B	16	111	5												
28222	57	2020-01-10	C	12	107	9												
28223	57	2020-01-10	D	6	48	6												
28224	57	2020-01-10	E	12	70	11												
28225	58	2020-01-10	0	16	103	5	4	12	54	49	2	3						
28226	58	2020-01-10	A	0	8	0												
28227	58	2020-01-10	B	7	31	0												
28228	58	2020-01-10	C	4	30	0												
28229	58	2020-01-10	D	3	15	3												
28230	58	2020-01-10	E	2	19	2												
28231	59	2020-01-10	0	136	1163	48	61	75	600	562	30	18	19	173	7	12	91	82
28232	59	2020-01-10	A	6	218	2							2	29				
28233	59	2020-01-10	B	45	400	6							10	95				
28234	59	2020-01-10	C	40	261	12							6	32				
28235	59	2020-01-10	D	14	107	7							0	9				
28236	59	2020-01-10	E	31	177	21							1	7				
28237	60	2020-01-10	0	22	143	10	7	15	70	73	4	6						
28238	60	2020-01-10	A	0	9	0												
28239	60	2020-01-10	B	9	62	2												
28240	60	2020-01-10	C	5	40	1												
